match_id,match_name,score,match_date,match_rbp,q_num,question_text,result,you_pct,crowd_pct,outcome_pct,rbp,performance,predicted,beat_crowd,brier_you,brier_crowd
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,4,Will Austria score more goals than Algeria in the second half?,NO,28,38,0,8.47,Beat crowd,True,1,0.0784,0.1444
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,5,Will Austria receive more cards than Algeria?,YES,35,43,100,-8.65,Below crowd,True,0,0.4225,0.3249
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,6,Will Algeria win the match?,NO,28,31,0,3.56,Beat crowd,True,1,0.0784,0.0961
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,7,Will there be 9 or more total corner kicks?,NO,30,45,0,13.96,Beat crowd,True,1,0.09,0.2025
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,8,Will Algeria have 3 or more shots on target?,YES,64,58,100,7.42,Beat crowd,True,1,0.1296,0.1764
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,9,Will Austria have 5 or more shots on target?,NO,32,40,0,8.37,Beat crowd,True,1,0.1024,0.16
c5b16a05-c823-48c9-ac79-8923c44df945,ALG vs AUT,3-3,Yesterday,+76.56,10,Will Marcel Sabitzer have at least 1 shot on target?,YES,36,44,100,-7.29,Below crowd,True,0,0.4096,0.3136
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,1,Will Uzbekistan commit more fouls than DR Congo?,YES,62,52,100,10.04,Beat crowd,True,1,0.1444,0.2304
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,2,Will Uzbekistan be caught offside 2 or more times?,NO,40,45,0,6.25,Beat crowd,True,1,0.16,0.2025
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,3,Will both teams have at least 1 shot on target in the second half?,NO,33,65,0,33.21,Beat crowd,True,1,0.1089,0.4225
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,4,Will both teams score AND the match have 3 or more total goals?,YES,32,35,100,-2.22,Below crowd,True,0,0.4624,0.4225
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,5,Will a penalty kick be awarded OR a red card be shown?,YES,36,34,100,4.41,Beat crowd,True,1,0.4096,0.4356
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,6,Will Uzbekistan have more shots on target than DR Congo in the second half?,NO,33,36,0,4.46,Beat crowd,True,1,0.1089,0.1296
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,7,Will Eldor Shomurodov have at least 1 shot on target in the second half?,NO,22,36,0,10.37,Beat crowd,True,1,0.0484,0.1296
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,8,Will DR Congo win the match?,YES,59,53,100,7.59,Beat crowd,True,1,0.1681,0.2209
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,9,Will Cédric Bakambu score or assist a goal (excluding own goals)?,NO,44,35,0,-5.02,Below crowd,True,0,0.1936,0.1225
03d5b4fb-f094-43e8-ae66-b99987ea03e7,COD vs UZB,3-1,Yesterday,+76.06,10,Will Uzbekistan have 5 or more corner kicks?,NO,32,38,0,6.97,Beat crowd,True,1,0.1024,0.1444
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,1,Will Colombia be caught offside 2 or more times?,YES,85,51,100,23.78,Beat crowd,True,1,0.0225,0.2401
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,2,"In the second half, will Colombia have more shots on target than Portugal?",YES,50,38,100,15.32,Beat crowd,True,1,0.25,0.3844
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,3,Will a penalty kick be awarded OR a red card be shown?,NO,36,35,0,0.82,Beat crowd,True,1,0.1296,0.1225
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,4,Will both teams score AND the match have 3 or more total goals?,NO,44,46,0,3.61,Beat crowd,True,1,0.1936,0.2116
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,5,Will Colombia win the match?,NO,25,30,0,4.27,Beat crowd,True,1,0.0625,0.09
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,6,Will Colombia have 4 or more shots on target?,YES,48,51,100,-0.91,Below crowd,True,0,0.2704,0.2401
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,7,Will Portugal have 4 or more shots on target?,NO,72,65,0,-7.8,Below crowd,True,0,0.5184,0.4225
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,8,Will there be 5 or more total corner kicks in the second half?,YES,42,54,100,-10.06,Below crowd,True,0,0.3364,0.2116
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,9,Will Luis Díaz score a goal (excluding own goals)?,NO,24,29,0,4.45,Beat crowd,True,1,0.0576,0.0841
d55a394e-9ba6-4a4a-8112-994724f4b464,COL vs POR,0-0,Yesterday,+9.5,10,Will Gonçalo Ramos have at least 1 shot on target?,NO,65,37,0,-23.98,Below crowd,True,0,0.4225,0.1369
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,1,Will Panama commit more fouls than England?,YES,72,62,100,8.51,Beat crowd,True,1,0.0784,0.1444
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,2,Will there be 4 or more total shots on target in the second half?,YES,65,66,100,1.6,Beat crowd,True,1,0.1225,0.1156
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,3,Will Panama score the first goal of the game and England score in the second half?,NO,13,19,0,4.32,Beat crowd,True,1,0.0169,0.0361
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,4,Will a penalty kick be awarded OR a red card be shown?,NO,43,36,0,-3.02,Below crowd,True,0,0.1849,0.1296
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,5,Will Panama score at least 1 goal?,NO,43,39,0,-0.31,Below crowd,True,0,0.1849,0.1521
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,6,"At halftime, will the match be tied?",YES,26,32,100,-6.97,Below crowd,True,0,0.5476,0.4624
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,7,Will the match have 3 or more total goals?,NO,69,59,0,-10.14,Below crowd,True,0,0.4761,0.3481
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,8,Will there be 5 or more total corner kicks in the second half?,NO,70,56,0,-15.63,Below crowd,True,0,0.49,0.3136
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,9,Will José Fajardo have at least 1 shot on target?,NO,28,31,0,4.64,Beat crowd,True,1,0.0784,0.0961
3d8d1b96-0cca-4fd5-8f21-ad44f457d689,PAN vs ENG,0-2,Yesterday,-10.81,10,Will Harry Kane have at least 1 shot on target?,YES,78,72,100,6.19,Beat crowd,True,1,0.0484,0.0784
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,1,Will Ghana be caught offside 2 or more times?,YES,60,48,100,13.42,Beat crowd,True,1,0.16,0.2704
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,2,Will a penalty kick be awarded OR a red card be shown in the match?,NO,35,35,0,1.79,Beat crowd,True,1,0.1225,0.1225
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,3,Will Luka Sučić have at least 1 shot on target in the second half?,NO,34,28,0,-0.77,Below crowd,True,0,0.1156,0.0784
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,4,Will there be 4 or more total shots on target in the second half?,NO,55,57,0,5.37,Beat crowd,True,1,0.3025,0.3249
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,5,Will Croatia win the match?,YES,54,56,100,0.19,Beat crowd,True,1,0.2116,0.1936
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,6,"At halftime, will Croatia be winning?",YES,38,40,100,-1.41,Below crowd,True,0,0.3844,0.36
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,7,Will Croatia score in the second half?,YES,58,59,100,0.26,Beat crowd,True,1,0.1764,0.1681
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,8,Will there be 9 or more total corner kicks?,NO,46,49,0,5.5,Beat crowd,True,1,0.2116,0.2401
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,9,Will Croatia have 6 or more shots on target?,NO,36,40,0,5.48,Beat crowd,True,1,0.1296,0.16
780369fb-f757-4166-998b-c2db986f87f4,CRO vs GHA,2-1,Yesterday,+42.79,10,Will Antoine Semenyo have at least 1 shot on target?,NO,28,43,0,12.97,Beat crowd,True,1,0.0784,0.1849
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,1,"At halftime, will both teams have at least 1 shot on target?",NO,82,60,0,-28.36,Below crowd,True,0,0.6724,0.36
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,2,Will New Zealand commit more fouls than Belgium?,YES,50,57,100,-4.83,Below crowd,True,0,0.25,0.1849
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,3,Will Belgium receive at least 1 card in the second half?,NO,60,51,0,-7.31,Below crowd,True,0,0.36,0.2601
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,4,Will both teams score AND the match have 3 or more total goals?,YES,52,40,100,15.08,Beat crowd,True,1,0.2304,0.36
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,5,Will New Zealand have 2 or more shots on target in the second half?,YES,65,43,100,22.77,Beat crowd,True,1,0.1225,0.3249
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,6,Will New Zealand receive more cards than Belgium?,YES,52,50,100,3.68,Beat crowd,True,1,0.2304,0.25
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,7,Will New Zealand score at least 1 goal?,YES,57,48,100,10.97,Beat crowd,True,1,0.1849,0.2704
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,8,Will Belgium score in the second half?,YES,83,71,100,7.39,Beat crowd,True,1,0.0289,0.0841
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,9,Will Belgium have 4 or more shots on target?,YES,85,73,100,7.52,Beat crowd,True,1,0.0225,0.0729
790fcb5f-e9ae-4b31-9608-17977ef89a1a,New Zealand vs BEL,1-5,"Jun 26, 2026",+24.8,10,Will Youri Tielemans have at least 1 shot on target?,NO,48,43,0,-2.11,Below crowd,True,0,0.2304,0.1849
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,1,Will Iran be caught offside 2 or more times?,YES,75,47,100,23.81,Beat crowd,True,1,0.0625,0.2809
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,2,Will Iran have more shots on target than Egypt in the second half?,NO,27,40,0,10.26,Beat crowd,True,1,0.0729,0.16
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,3,Will Iran finish with more corner kicks than Egypt?,NO,40,42,0,3.27,Beat crowd,True,1,0.16,0.1764
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,4,Will Egypt win the match?,NO,36,43,0,8.03,Beat crowd,True,1,0.1296,0.1849
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,5,Will the match have 2 or fewer total goals?,YES,65,58,100,7.04,Beat crowd,True,1,0.1225,0.1764
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,6,Will the second half have 2 or more total goals?,NO,32,37,0,5.32,Beat crowd,True,1,0.1024,0.1369
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,7,Will there be 4 or more total cards shown?,YES,28,45,100,-19.16,Below crowd,True,0,0.5184,0.3025
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,8,Will Egypt have 3 or more shots on target?,YES,80,66,100,9.8,Beat crowd,True,1,0.04,0.1156
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,9,Will Mahmoud Trezeguet have at least 1 shot on target?,YES,10,42,100,-44.9,Below crowd,True,0,0.81,0.3364
f24da99f-ccaf-451f-ae8b-f402047ee832,EGY vs IRN,1-1,"Jun 26, 2026",+14.21,10,Will Mehdi Taremi have at least 1 shot on target?,YES,58,49,100,10.74,Beat crowd,True,1,0.1764,0.2601
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,1,Will Cape Verde commit more fouls than Saudi Arabia?,NO,22,45,0,17.76,Beat crowd,True,1,0.0484,0.2025
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,2,Will both teams have at least 1 shot on target in the second half?,YES,45,66,100,-16.16,Below crowd,True,0,0.3025,0.1156
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,3,Will Saudi Arabia receive more cards than Cape Verde?,YES,38,46,100,-8.09,Below crowd,True,0,0.3844,0.2916
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,4,Will a penalty kick be awarded in the match?,NO,25,28,0,3.3,Beat crowd,True,1,0.0625,0.0784
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,5,Will Cape Verde be caught offside 2 or more times?,YES,32,47,100,-15.32,Below crowd,True,0,0.4624,0.2809
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,6,Will Saudi Arabia have more shots on target than Cape Verde in the second half?,NO,30,44,0,12.5,Beat crowd,True,1,0.09,0.1936
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,7,Will Cape Verde win the match?,NO,37,39,0,3.8,Beat crowd,True,1,0.1369,0.1521
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,8,Will Cape Verde score in the second half?,NO,49,49,0,1.87,Beat crowd,True,1,0.2401,0.2401
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,9,Will Ryan Mendes score or assist a goal (excluding own goals)?,NO,34,30,0,-0.74,Below crowd,True,0,0.1156,0.09
739bd122-6bcb-4690-8439-c5ca45f8bc22,CPV vs KSA,0-0,"Jun 26, 2026",+1.45,10,Will Salem Al-Dawsari score a goal (excluding own goals)?,NO,24,25,0,2.54,Beat crowd,True,1,0.0576,0.0625
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,1,Will Uruguay commit more fouls than Spain?,NO,40,58,0,20.02,Beat crowd,True,1,0.16,0.3364
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,2,"In the second half, will Uruguay have more shots on target than Spain?",YES,25,29,100,-4.21,Below crowd,True,0,0.5625,0.5041
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,3,Will Dani Olmo have at least 1 shot on target in the second half?,NO,40,35,0,-0.19,Below crowd,True,0,0.16,0.1225
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,4,Will Uruguay score at least 1 goal?,NO,30,54,0,21.73,Beat crowd,True,1,0.09,0.2916
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,5,"At halftime, will the match be tied?",NO,45,41,0,-1.77,Below crowd,True,0,0.2025,0.1681
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,6,Will the match have 2 or fewer total goals?,YES,35,47,100,-11.65,Below crowd,True,0,0.4225,0.2809
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,7,Will the second half have 2 or more total goals?,NO,35,44,0,9.64,Beat crowd,True,1,0.1225,0.1936
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,8,Will there be 9 or more total corner kicks in the match?,NO,50,56,0,9.05,Beat crowd,True,1,0.25,0.3136
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,9,Will there be 4 or more total cards shown?,YES,35,46,100,-10.67,Below crowd,True,0,0.4225,0.2916
af3dcfc5-29ac-423c-b9ae-62093c105955,URU vs ESP,0-1,"Jun 26, 2026",+34.18,10,Will Darwin Núñez have at least 1 shot on target?,NO,48,47,0,2.24,Beat crowd,True,1,0.2304,0.2209
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,1,Will Australia be caught offside 2 or more times?,NO,12,44,0,20.13,Beat crowd,True,1,0.0144,0.1936
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,2,Will Australia commit more fouls than Paraguay?,NO,45,46,0,2.62,Beat crowd,True,1,0.2025,0.2116
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,3,Will Paraguay be caught offside 2 or more times?,NO,55,47,0,-6.47,Below crowd,True,0,0.3025,0.2209
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,4,Will Australia have more shots on target than Paraguay in the second half?,NO,55,44,0,-8.68,Below crowd,True,0,0.3025,0.1936
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,5,Will the second half have more total goals than the first half?,NO,36,45,0,9.4,Beat crowd,True,1,0.1296,0.2025
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,6,Will Paraguay win the match?,NO,36,37,0,2.73,Beat crowd,True,1,0.1296,0.1369
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,7,Will the second half have 2 or more total goals?,NO,28,37,0,7.63,Beat crowd,True,1,0.0784,0.1369
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,8,Will there be 4 or more total cards shown?,NO,27,47,0,16.91,Beat crowd,True,1,0.0729,0.2209
3e92988d-4e6f-4028-92ef-2ae7cfd8fb84,PAR vs AUS,0-0,"Jun 25, 2026",+49.57,9,Will Julio Enciso have at least 1 shot on target?,NO,45,48,0,5.29,Beat crowd,True,1,0.2025,0.2304
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,1,Will United States commit more fouls than Türkiye?,NO,60,47,0,-12.14,Below crowd,True,0,0.36,0.2209
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,2,Will Türkiye be caught offside 2 or more times?,YES,65,50,100,14.82,Beat crowd,True,1,0.1225,0.25
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,3,Will the second half have more total goals than the first half?,NO,46,48,0,3.52,Beat crowd,True,1,0.2116,0.2304
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,4,Will Türkiye score the first goal of the game and United States score in the second half?,NO,27,28,0,2.81,Beat crowd,True,1,0.0729,0.0784
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,5,Will a penalty kick be awarded OR a red card be shown in the match?,NO,36,34,0,0.31,Beat crowd,True,1,0.1296,0.1156
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,6,Will Türkiye win the match?,YES,25,31,100,-6.85,Below crowd,True,0,0.5625,0.4761
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,7,Will the match have 3 or more total goals?,YES,61,53,100,8.24,Beat crowd,True,1,0.1521,0.2209
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,8,Will Türkiye have 5 or more corner kicks?,NO,52,52,0,2.71,Beat crowd,True,1,0.2704,0.2704
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,9,Will Orkun Kökçü score or assist a goal (excluding own goals)?,YES,26,28,100,-0.39,Below crowd,True,0,0.5476,0.5184
a7ab762f-7530-4cf0-a540-489b141f788a,TUR vs USA,3-2,"Jun 25, 2026",+8.34,10,Will Folarin Balogun score a goal (excluding own goals)?,NO,40,28,0,-4.7,Below crowd,True,0,0.16,0.0784
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,1,Will Tunisia commit more fouls than Netherlands?,YES,45,58,100,-10.79,Below crowd,True,0,0.3025,0.1764
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,2,Will both teams have at least 1 shot on target in the second half?,YES,38,59,100,-18.24,Below crowd,True,0,0.3844,0.1681
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,3,Will both teams score AND the match have 3 or more total goals?,YES,33,32,100,3.29,Beat crowd,True,1,0.4489,0.4624
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,4,Will Netherlands receive more cards than Tunisia?,NO,23,34,0,8.4,Beat crowd,True,1,0.0529,0.1156
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,5,Will Tunisia score at least 1 goal?,YES,39,38,100,3.26,Beat crowd,True,1,0.3721,0.3844
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,6,"At halftime, will the match be tied?",NO,28,31,0,3.15,Beat crowd,True,1,0.0784,0.0961
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,7,Will Tunisia score in the second half?,YES,24,28,100,-4.74,Below crowd,True,0,0.5776,0.5184
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,8,Will Ellyes Skhiri have at least 1 shot on target?,NO,7,26,0,8.9,Beat crowd,True,1,0.0049,0.0676
